dominant_feature,noise_0,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13
0.15168512142881865,1.277523073933294,0.12568454254697964,-1.575633647564078,1.561664660536652,1.6071320857432825,0.9001368303849391,-1.0598380343362364,-0.610046809872808,-0.23621059261266011,0.1558353131861733,1.8122870582855821,-1.3128728199927018,-0.6803566054338689,0.010833796049367062
1.499853999713487,-0.5420939305405568,-0.4850306697806549,-1.4537273443910368,0.057352815280760756,-0.30946210843337113,0.18620391321301225,0.9272180397267983,-0.2548088984919233,-0.11403371447221569,0.27357713433306985,-0.43857333093691764,0.20438216135816042,-1.7244238802545897,-0.846128146379848
-2.9877267933205953,0.513403036554727,0.20389677765383846,0.8190673354253766,-1.3147467233856085,-0.5244716800862889,-0.075142319452025,-0.09224421743472118,-0.21688878590987576,1.4074005340288065,-0.45521206898935335,-0.3171901358447689,0.5045661954304629,0.46765858077071903,0.13138840652560418
2.0807955248739347,1.643988731659489,0.5593236464048397,-0.23224288555719894,-0.9542258590258825,1.2113314154150474,-0.6172671933658833,0.38384960504506066,-0.5219309833116428,2.0836787069262734,0.7180588536162327,-1.7418150603705318,0.28168711685981035,-1.3689631401373725,-0.5605979272379181
-1.2549045600807303,0.7924700406385388,-1.2846076835598597,0.31885186797273535,-0.08098205538143789,0.7366715662036258,-0.9699056129594575,0.6022040564500855,-0.36663185160979955,1.0064034188508868,0.030159224193633618,0.6367747072537653,1.3126116070690321,1.0675523210885538,-0.04595192610284888
-4.753731705336373,0.6811884392011465,-0.018226213736740167,0.40215817931029363,1.5860445425292757,-0.8696591979050269,-1.1929851461650836,0.4519471993841978,-0.5812609019427172,1.194263425766569,0.8230568517320245,0.59546713012678,-0.042686971993466924,-0.4840749159766061,-0.8969404346422826
-1.9431203013655516,-0.5708121235814563,-0.05601390404319847,-0.9717115839640218,0.9838646221695374,0.6024001496664185,-1.3219188032448532,-2.695147181467073,1.0627618110230876,-1.2277067701861546,-2.8832180698684735,-1.665691634542113,0.18258587861491793,1.319388039636877,0.8991949072168565
1.7957255219021317,1.4407502275286195,1.7501421782069488,1.8394007930977265,-0.9545408300433927,-0.19547833479816953,-0.6211874073892227,0.05385692275246548,-0.34816406445844106,0.26194730277298645,1.8152207545520012,-0.7019602486278537,0.7356721033464433,-0.962539043324581,-1.2814212511119922
0.9967500978298931,1.0055575202382139,-0.1357362976675541,0.07072032426792871,1.4373160330422372,-1.3186367629293223,0.07636707601446745,1.455652869367011,-1.0209189757926256,0.25925155647469006,0.9231510404367717,0.924850288776221,0.6721319867726342,0.9722650456268238,0.48437244939660623
-3.4424298988364392,0.7854147060438921,0.3869092189463696,-0.8890422348277462,0.11763737590874834,-0.10429106898790141,1.1328302329498265,0.5119634150456946,0.5209776538205689,0.19615958056899552,0.6640917843296915,-0.5285263297946782,0.2874235895954282,-0.6644827212601594,-0.3334200561000697
