informative_0,informative_1,informative_2,informative_3,informative_4,noise_0,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9
0.15168512142881865,0.999902666475658,-3.9836357244274603,1.0403977624369674,-1.0457538000672753,1.9765988657175153,-2.6052009241871845,-0.5951222523970489,-0.3688299799991998,1.9606410391791258,0.27256579539802905,2.0612224813226967,-0.6853114440536352,1.5196055765660987,-1.370303464116251
-4.753731705336373,-1.295413534243701,2.394300695869509,0.49837504891494655,-2.8686915823636996,-0.3682532926082902,2.49268013955149,-1.6125114170323183,-0.1438949183641038,1.46831504120275,0.03913260951888353,0.015488136039007479,0.8874380644523394,0.08112061199278672,-0.7595399813044074
1.856009067080644,-0.1759738566805509,1.7002895859480858,0.498379718058503,-2.8920406522978572,0.24350768553824825,0.18559119393641665,0.6891618598931744,-1.509128350518571,0.4075135350894964,0.41652976158915306,-0.6805180662051001,-0.3464698396797617,-0.7699037710138656,-1.3781381883293569
1.0529914592475949,-1.213774566194804,6.187917316062909,1.0850124131217869,0.11533891807541202,0.14017361082916255,-2.077325271450537,0.9720321842989538,-0.6916288741969492,0.6000917348981986,-1.2092135866058196,0.09773316032536845,-0.367543061879956,1.2835206002849429,0.04965462471265554
-2.9489749602555966,0.10886547773031535,0.6395717402905121,-1.813422238693381,5.558400542277921,-0.7437087123805758,-0.43978075383003223,0.38039665532039885,0.27866098218232743,0.3438429743053187,-2.295354248536432,0.7091894124861998,0.6862357501815155,-0.42264180245915794,-0.8328198651697376
1.182885644143175,3.3847154304763074,-4.451248615415093,2.4536213127022934,-3.402413979591234,-0.025299313963417912,0.09377131130389996,-0.979493112386076,-1.3096672987830333,-0.00891634400848002,-2.1493634907750234,0.889094191393714,-3.373676411011321,1.2430779645980128,-0.6791277305110917
-1.9536774999894,1.0849026168066598,0.19202498876275645,-3.5371104495173356,-2.7639601095485022,0.1842131955902513,1.1588382569009488,-0.7749026699894173,-0.37777559396669147,-0.9888083284714718,0.4407487109649885,0.4690937771479171,-0.19607109251849886,-1.1573468224000945,-1.572015825393058
2.5135090617603986,4.175741736566238,3.659363831202731,-0.4143050313975568,1.9912797468123271,-0.3342682701580745,0.9354527862437706,0.2747608439806318,1.9130915133472077,-1.6209143577614642,0.7753303245459503,-0.6755461789407907,0.6167044484645634,-0.41340172110122125,0.3602836838846082
-3.431395715538674,1.019839565940434,-5.389841180365864,-0.014040150944861832,-0.3267615964704001,-2.1298070691386477,1.438114408497574,-0.8354094460762269,-0.4422125674951895,-0.29376709260994116,0.15291458421978302,-0.6360152886910224,-0.3451149220486625,0.8697713609792818,-1.222665232727617
2.406259840888074,-0.605927934256945,4.808010359248149,-0.2951179177175064,2.091321755326538,0.08162965675739575,-0.11356528291498826,0.030537996582529855,1.2563972011957834,0.3619878971329959,-0.10305203067667805,0.8584260791484113,0.14642959331660968,0.23017052377513178,-1.1343783060353796
